Vardas                Pavarde               ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas5904            Pavarde5904           7         2         3         4         7         5         
Vardas5905            Pavarde5905           2         1         10        0         8         4         
Vardas5906            Pavarde5906           5         8         2         1         10        3         
Vardas5907            Pavarde5907           8         7         6         4         0         3         
Vardas5908            Pavarde5908           7         8         3         1         7         2         
Vardas5909            Pavarde5909           3         9         9         10        5         4         
Vardas5910            Pavarde5910           3         10        2         10        2         8         
Vardas5911            Pavarde5911           0         10        3         5         3         5         
Vardas5912            Pavarde5912           5         2         0         8         6         5         
Vardas5913            Pavarde5913           0         10        0         2         5         6         
Vardas5914            Pavarde5914           2         3         8         1         6         7         
Vardas5915            Pavarde5915           6         2         8         6         6         10        
Vardas5916            Pavarde5916           0         0         8         10        5         1         
Vardas5917            Pavarde5917           6         6         1         10        1         7         
Vardas5918            Pavarde5918           3         9         6         0         7         10        
Vardas5919            Pavarde5919           6         2         5         8         5         2         
Vardas5920            Pavarde5920           8         9         9         3         7         2         
Vardas5921            Pavarde5921           2         6         6         10        3         1         
Vardas5922            Pavarde5922           4         7         1         0         1         1         
Vardas5923            Pavarde5923           9         5         4         6         10        10        
Vardas5924            Pavarde5924           4         2         4         6         3         9         
Vardas5925            Pavarde5925           1         3         1         3         8         4         
Vardas5926            Pavarde5926           6         5         4         1         10        2         
Vardas5927            Pavarde5927           6         8         10        10        8         4         
Vardas5928            Pavarde5928           3         7         2         2         2         4         
Vardas5929            Pavarde5929           7         4         10        9         8         7         
Vardas5930            Pavarde5930           9         9         5         4         4         2         
Vardas5931            Pavarde5931           9         6         6         2         4         4         
Vardas5932            Pavarde5932           9         2         7         6         0         0         
Vardas5933            Pavarde5933           5         8         8         8         2         1         
Vardas5934            Pavarde5934           8         4         3         1         7         8         
Vardas5935            Pavarde5935           9         3         6         8         4         2         
Vardas5936            Pavarde5936           0         6         7         7         10        8         
Vardas5937            Pavarde5937           7         4         1         4         5         5         
Vardas5938            Pavarde5938           3         6         6         0         8         3         
Vardas5939            Pavarde5939           1         6         4         3         5         2         
Vardas5940            Pavarde5940           1         9         5         2         8         8         
Vardas5941            Pavarde5941           7         5         5         5         1         2         
Vardas5942            Pavarde5942           5         0         4         2         1         10        
Vardas5943            Pavarde5943           2         9         5         6         2         8         
Vardas5944            Pavarde5944           1         4         2         5         7         1         
Vardas5945            Pavarde5945           0         9         4         1         0         3         
Vardas5946            Pavarde5946           0         9         5         10        7         9         
Vardas5947            Pavarde5947           9         8         1         3         4         1         
Vardas5948            Pavarde5948           5         7         9         8         7         9         
Vardas5949            Pavarde5949           5         2         0         8         9         6         
Vardas5950            Pavarde5950           6         4         7         7         8         2         
Vardas5951            Pavarde5951           7         9         4         2         8         10        
Vardas5952            Pavarde5952           10        6         8         0         5         4         
Vardas5953            Pavarde5953           0         10        2         3         0         10        
Vardas5954            Pavarde5954           5         1         1         4         9         7         
Vardas5955            Pavarde5955           4         1         7         2         4         2         
Vardas5956            Pavarde5956           9         0         7         6         5         6         
Vardas5957            Pavarde5957           10        9         8         8         10        10        
Vardas5958            Pavarde5958           0         6         4         3         7         7         
Vardas5959            Pavarde5959           10        1         7         1         5         2         
Vardas5960            Pavarde5960           4         8         5         4         1         10        
Vardas5961            Pavarde5961           3         5         5         4         6         6         
Vardas5962            Pavarde5962           9         4         1         2         3         0         
Vardas5963            Pavarde5963           3         10        2         5         9         3         
Vardas5964            Pavarde5964           4         4         0         5         3         7         
Vardas5965            Pavarde5965           1         9         7         1         7         1         
Vardas5966            Pavarde5966           5         7         2         5         2         10        
Vardas5967            Pavarde5967           10        3         9         2         8         10        
Vardas5968            Pavarde5968           7         4         3         3         1         4         
Vardas5969            Pavarde5969           8         2         4         3         0         0         
Vardas5970            Pavarde5970           1         2         9         9         4         3         
Vardas5971            Pavarde5971           9         8         8         8         9         9         
Vardas5972            Pavarde5972           8         4         3         5         6         1         
Vardas5973            Pavarde5973           4         9         6         8         1         9         
Vardas5974            Pavarde5974           9         0         9         4         1         2         
Vardas5975            Pavarde5975           5         5         9         9         3         7         
Vardas5976            Pavarde5976           0         5         6         9         10        1         
Vardas5977            Pavarde5977           0         9         10        3         5         6         
Vardas5978            Pavarde5978           1         10        7         4         0         8         
Vardas5979            Pavarde5979           0         1         1         3         4         6         
Vardas5980            Pavarde5980           2         6         4         2         9         7         
Vardas5981            Pavarde5981           5         3         1         0         0         0         
Vardas5982            Pavarde5982           7         1         5         6         3         6         
Vardas5983            Pavarde5983           2         1         4         7         10        10        
Vardas5984            Pavarde5984           3         1         6         7         9         10        
Vardas5985            Pavarde5985           4         7         8         2         4         5         
Vardas5986            Pavarde5986           4         7         3         9         9         2         
Vardas5987            Pavarde5987           2         4         8         6         5         8         
Vardas5988            Pavarde5988           5         7         6         9         1         9         
Vardas5989            Pavarde5989           5         2         0         8         4         3         
Vardas5990            Pavarde5990           5         2         4         9         1         5         
Vardas5991            Pavarde5991           5         1         6         2         8         6         
Vardas5992            Pavarde5992           3         0         1         0         6         9         
Vardas5993            Pavarde5993           10        7         5         2         3         8         
Vardas5994            Pavarde5994           8         6         6         2         5         3         
Vardas5995            Pavarde5995           10        0         4         3         6         4         
Vardas5996            Pavarde5996           0         1         9         7         6         9         
Vardas5997            Pavarde5997           3         10        5         9         9         2         
Vardas5998            Pavarde5998           6         7         10        0         9         7         
Vardas5999            Pavarde5999           8         2         9         5         8         0         
Vardas6000            Pavarde6000           7         4         2         3         9         4         
Vardas6001            Pavarde6001           6         9         5         6         6         5         
Vardas6002            Pavarde6002           1         2         9         7         0         9         
Vardas6003            Pavarde6003           0         8         8         2         0         2         
Vardas6004            Pavarde6004           1         7         0         2         6         3         
Vardas6005            Pavarde6005           6         10        6         6         9         2         
Vardas6006            Pavarde6006           1         0         8         0         0         5         
Vardas6007            Pavarde6007           7         5         0         6         9         10        
Vardas6008            Pavarde6008           8         0         8         3         2         4         
Vardas6009            Pavarde6009           4         3         7         7         3         8         
Vardas6010            Pavarde6010           1         9         6         5         1         6         
Vardas6011            Pavarde6011           9         9         10        10        0         0         
Vardas6012            Pavarde6012           3         2         9         6         6         5         
Vardas6013            Pavarde6013           9         7         10        6         7         2         
Vardas6014            Pavarde6014           9         2         5         2         6         0         
Vardas6015            Pavarde6015           1         5         3         7         6         6         
Vardas6016            Pavarde6016           7         9         2         7         0         9         
Vardas6017            Pavarde6017           10        9         6         2         3         1         
Vardas6018            Pavarde6018           2         4         3         4         1         5         
Vardas6019            Pavarde6019           2         3         3         3         0         4         
Vardas6020            Pavarde6020           10        3         10        7         0         2         
Vardas6021            Pavarde6021           4         2         0         2         2         3         
Vardas6022            Pavarde6022           3         4         5         1         1         10        
Vardas6023            Pavarde6023           6         3         1         6         8         6         
Vardas6024            Pavarde6024           3         8         1         5         2         9         
Vardas6025            Pavarde6025           4         4         7         8         4         4         
Vardas6026            Pavarde6026           10        6         1         4         2         9         
Vardas6027            Pavarde6027           10        8         0         9         5         3         
Vardas6028            Pavarde6028           8         7         5         0         5         4         
Vardas6029            Pavarde6029           2         3         6         4         3         1         
Vardas6030            Pavarde6030           8         5         8         10        4         10        
Vardas6031            Pavarde6031           10        3         3         8         4         9         
Vardas6032            Pavarde6032           8         4         8         8         4         3         
Vardas6033            Pavarde6033           3         5         8         9         4         10        
Vardas6034            Pavarde6034           2         2         0         5         6         5         
Vardas6035            Pavarde6035           5         5         4         1         5         10        
Vardas6036            Pavarde6036           8         10        3         0         7         10        
Vardas6037            Pavarde6037           8         0         3         3         0         9         
Vardas6038            Pavarde6038           9         10        6         6         4         7         
Vardas6039            Pavarde6039           5         4         8         3         6         3         
Vardas6040            Pavarde6040           2         10        5         3         1         5         
Vardas6041            Pavarde6041           9         8         0         2         7         8         
Vardas6042            Pavarde6042           0         1         10        0         0         10        
Vardas6043            Pavarde6043           2         3         2         5         0         0         
Vardas6044            Pavarde6044           6         6         3         3         0         8         
Vardas6045            Pavarde6045           6         4         9         6         6         3         
Vardas6046            Pavarde6046           9         3         6         8         5         1         
Vardas6047            Pavarde6047           8         3         6         1         8         8         
Vardas6048            Pavarde6048           5         8         0         3         2         1         
Vardas6049            Pavarde6049           6         2         5         7         1         6         
Vardas6050            Pavarde6050           3         0         3         4         2         2         
Vardas6051            Pavarde6051           10        9         3         2         2         5         
Vardas6052            Pavarde6052           3         7         6         3         10        10        
Vardas6053            Pavarde6053           3         6         1         0         1         1         
Vardas6054            Pavarde6054           8         7         10        0         8         4         
Vardas6055            Pavarde6055           10        8         10        1         8         3         
Vardas6056            Pavarde6056           0         8         5         9         2         2         
Vardas6057            Pavarde6057           5         10        4         3         3         1         
Vardas6058            Pavarde6058           0         6         1         0         5         1         
Vardas6059            Pavarde6059           2         5         4         1         4         4         
Vardas6060            Pavarde6060           10        7         8         10        10        4         
Vardas6061            Pavarde6061           4         1         9         0         9         1         
Vardas6062            Pavarde6062           9         4         0         10        5         10        
Vardas6063            Pavarde6063           2         10        3         0         7         9         
Vardas6064            Pavarde6064           9         3         2         5         3         3         
Vardas6065            Pavarde6065           8         4         6         8         1         0         
Vardas6066            Pavarde6066           2         7         4         3         1         8         
Vardas6067            Pavarde6067           4         2         7         0         2         1         
Vardas6068            Pavarde6068           2         9         7         4         10        9         
Vardas6069            Pavarde6069           9         2         2         9         1         9         
Vardas6070            Pavarde6070           8         1         6         5         0         9         
Vardas6071            Pavarde6071           2         8         8         3         5         5         
Vardas6072            Pavarde6072           10        8         4         3         7         1         
Vardas6073            Pavarde6073           5         8         1         1         9         1         
Vardas6074            Pavarde6074           5         1         3         10        5         0         
Vardas6075            Pavarde6075           9         2         10        2         8         5         
Vardas6076            Pavarde6076           0         0         6         5         1         2         
Vardas6077            Pavarde6077           0         4         8         8         9         3         
Vardas6078            Pavarde6078           10        7         3         8         4         10        
Vardas6079            Pavarde6079           5         2         9         5         0         8         
Vardas6080            Pavarde6080           4         0         8         9         7         8         
Vardas6081            Pavarde6081           0         10        1         3         8         3         
Vardas6082            Pavarde6082           8         6         10        0         0         3         
Vardas6083            Pavarde6083           2         8         3         9         7         10        
Vardas6084            Pavarde6084           1         3         2         8         0         10        
Vardas6085            Pavarde6085           7         1         7         10        1         7         
Vardas6086            Pavarde6086           7         1         7         0         7         8         
Vardas6087            Pavarde6087           4         0         0         2         6         7         
Vardas6088            Pavarde6088           10        2         2         2         4         4         
Vardas6089            Pavarde6089           10        4         5         1         6         3         
Vardas6090            Pavarde6090           6         9         7         10        7         10        
Vardas6091            Pavarde6091           0         6         5         3         2         1         
Vardas6092            Pavarde6092           7         3         2         2         2         2         
Vardas6093            Pavarde6093           1         9         9         10        10        8         
Vardas6094            Pavarde6094           8         6         4         7         2         6         
Vardas6095            Pavarde6095           4         3         3         2         9         4         
Vardas6096            Pavarde6096           8         2         1         9         7         7         
Vardas6097            Pavarde6097           5         6         4         0         1         10        
Vardas6098            Pavarde6098           1         4         4         1         5         1         
Vardas6099            Pavarde6099           3         0         7         10        8         3         
Vardas6100            Pavarde6100           0         4         6         9         5         5         
Vardas6101            Pavarde6101           7         6         0         7         9         7         
Vardas6102            Pavarde6102           5         3         3         2         3         9         
Vardas6103            Pavarde6103           10        2         9         9         4         4         
Vardas6104            Pavarde6104           10        5         4         5         4         10        
Vardas6105            Pavarde6105           1         1         5         7         1         8         
Vardas6106            Pavarde6106           7         7         3         0         6         5         
Vardas6107            Pavarde6107           10        0         10        4         1         9         
Vardas6108            Pavarde6108           6         6         7         9         10        3         
Vardas6109            Pavarde6109           3         8         6         4         4         6         
Vardas6110            Pavarde6110           10        9         7         2         9         1         
Vardas6111            Pavarde6111           0         5         7         10        4         6         
Vardas6112            Pavarde6112           0         7         9         4         2         0         
Vardas6113            Pavarde6113           4         7         3         2         6         2         
Vardas6114            Pavarde6114           10        7         4         7         0         4         
Vardas6115            Pavarde6115           5         2         3         10        7         9         
Vardas6116            Pavarde6116           4         10        5         5         7         1         
Vardas6117            Pavarde6117           0         1         2         1         7         1         
Vardas6118            Pavarde6118           10        3         9         1         1         5         
Vardas6119            Pavarde6119           8         4         4         7         8         6         
Vardas6120            Pavarde6120           7         9         0         10        2         8         
Vardas6121            Pavarde6121           4         3         3         6         8         6         
Vardas6122            Pavarde6122           4         7         4         7         6         9         
Vardas6123            Pavarde6123           3         3         8         1         8         9         
Vardas6124            Pavarde6124           1         4         6         1         4         2         
Vardas6125            Pavarde6125           1         4         8         3         6         2         
Vardas6126            Pavarde6126           10        2         3         6         1         0         
Vardas6127            Pavarde6127           2         6         6         2         7         9         
Vardas6128            Pavarde6128           6         8         6         6         3         7         
Vardas6129            Pavarde6129           1         4         8         5         5         1         
Vardas6130            Pavarde6130           1         9         8         9         0         1         
Vardas6131            Pavarde6131           7         1         3         9         10        4         
Vardas6132            Pavarde6132           10        1         4         7         7         0         
Vardas6133            Pavarde6133           1         2         3         7         7         5         
Vardas6134            Pavarde6134           8         9         8         1         3         7         
Vardas6135            Pavarde6135           9         6         5         7         4         4         
Vardas6136            Pavarde6136           8         7         10        6         3         7         
Vardas6137            Pavarde6137           0         0         2         5         7         2         
Vardas6138            Pavarde6138           10        9         2         4         10        5         
Vardas6139            Pavarde6139           7         1         5         5         6         0         
Vardas6140            Pavarde6140           0         7         3         4         2         8         
Vardas6141            Pavarde6141           6         4         2         4         10        0         
Vardas6142            Pavarde6142           2         1         0         7         4         9         
Vardas6143            Pavarde6143           8         10        8         8         2         5         
Vardas6144            Pavarde6144           1         1         0         6         4         7         
Vardas6145            Pavarde6145           3         8         4         1         5         5         
Vardas6146            Pavarde6146           9         5         3         4         5         4         
Vardas6147            Pavarde6147           7         9         10        0         0         1         
Vardas6148            Pavarde6148           7         9         4         5         1         5         
Vardas6149            Pavarde6149           1         10        9         1         0         3         
Vardas6150            Pavarde6150           3         3         5         8         9         7         
Vardas6151            Pavarde6151           2         2         1         9         2         3         
Vardas6152            Pavarde6152           4         0         2         0         1         9         
Vardas6153            Pavarde6153           7         10        4         1         3         2         
Vardas6154            Pavarde6154           9         1         2         0         6         6         
Vardas6155            Pavarde6155           1         8         1         10        10        1         
Vardas6156            Pavarde6156           5         10        4         7         0         10        
Vardas6157            Pavarde6157           5         4         9         7         2         1         
Vardas6158            Pavarde6158           6         2         2         2         3         4         
Vardas6159            Pavarde6159           6         10        6         2         5         6         
Vardas6160            Pavarde6160           9         10        0         10        2         9         
Vardas6161            Pavarde6161           3         10        9         7         10        8         
Vardas6162            Pavarde6162           10        9         0         6         4         4         
Vardas6163            Pavarde6163           0         6         8         7         4         2         
Vardas6164            Pavarde6164           3         2         0         6         0         8         
Vardas6165            Pavarde6165           7         2         7         1         2         7         
Vardas6166            Pavarde6166           0         4         7         6         5         2         
Vardas6167            Pavarde6167           10        0         7         5         2         8         
Vardas6168            Pavarde6168           1         3         9         7         10        10        
Vardas6169            Pavarde6169           9         4         9         0         8         4         
Vardas6170            Pavarde6170           6         4         9         5         6         7         
Vardas6171            Pavarde6171           5         4         10        7         7         6         
Vardas6172            Pavarde6172           5         2         4         8         1         2         
Vardas6173            Pavarde6173           10        4         10        9         8         1         
Vardas6174            Pavarde6174           4         1         4         4         8         4         
Vardas6175            Pavarde6175           1         7         5         0         9         5         
Vardas6176            Pavarde6176           0         1         7         4         10        0         
Vardas6177            Pavarde6177           9         6         4         2         8         1         
Vardas6178            Pavarde6178           0         5         9         8         5         9         
Vardas6179            Pavarde6179           5         8         0         0         9         0         
Vardas6180            Pavarde6180           1         9         4         3         9         2         
Vardas6181            Pavarde6181           1         8         2         2         7         6         
Vardas6182            Pavarde6182           10        6         9         9         9         7         
Vardas6183            Pavarde6183           4         7         9         7         3         7         
Vardas6184            Pavarde6184           0         6         3         5         7         10        
Vardas6185            Pavarde6185           3         6         3         10        9         9         
Vardas6186            Pavarde6186           6         7         7         3         6         7         
Vardas6187            Pavarde6187           7         5         8         7         5         2         
Vardas6188            Pavarde6188           0         9         5         1         10        4         
Vardas6189            Pavarde6189           9         8         1         10        8         6         
Vardas6190            Pavarde6190           1         2         6         2         2         9         
Vardas6191            Pavarde6191           0         6         5         9         10        10        
Vardas6192            Pavarde6192           7         7         7         8         0         1         
Vardas6193            Pavarde6193           7         6         3         4         6         4         
Vardas6194            Pavarde6194           6         8         1         5         7         2         
Vardas6195            Pavarde6195           7         9         9         3         1         6         
Vardas6196            Pavarde6196           7         1         5         7         1         9         
Vardas6197            Pavarde6197           3         9         8         10        10        3         
Vardas6198            Pavarde6198           2         4         1         3         6         7         
Vardas6199            Pavarde6199           5         5         9         3         9         8         
Vardas6200            Pavarde6200           10        1         7         5         4         5         
Vardas6201            Pavarde6201           9         4         5         1         9         8         
Vardas6202            Pavarde6202           1         7         4         6         2         0         
Vardas6203            Pavarde6203           8         10        6         2         0         3         
Vardas6204            Pavarde6204           10        8         9         0         4         2         
Vardas6205            Pavarde6205           7         8         5         7         7         9         
Vardas6206            Pavarde6206           9         0         4         7         3         1         
Vardas6207            Pavarde6207           0         4         7         3         7         10        
Vardas6208            Pavarde6208           7         2         4         3         4         10        
Vardas6209            Pavarde6209           5         7         8         3         5         4         
Vardas6210            Pavarde6210           3         10        8         6         3         9         
Vardas6211            Pavarde6211           6         7         1         4         10        6         
Vardas6212            Pavarde6212           3         5         6         7         10        10        
Vardas6213            Pavarde6213           10        4         4         0         8         6         
Vardas6214            Pavarde6214           4         2         10        7         10        4         
Vardas6215            Pavarde6215           2         5         10        5         0         7         
Vardas6216            Pavarde6216           7         7         6         9         6         6         
Vardas6217            Pavarde6217           3         5         8         4         7         7         
Vardas6218            Pavarde6218           1         3         9         5         9         9         
Vardas6219            Pavarde6219           10        7         8         4         4         10        
Vardas6220            Pavarde6220           8         3         1         3         8         3         
Vardas6221            Pavarde6221           5         10        1         9         7         5         
Vardas6222            Pavarde6222           6         0         9         0         9         2         
Vardas6223            Pavarde6223           4         10        8         6         6         2         
Vardas6224            Pavarde6224           8         10        0         4         0         1         
Vardas6225            Pavarde6225           6         2         6         3         1         1         
Vardas6226            Pavarde6226           0         4         4         2         9         2         
Vardas6227            Pavarde6227           1         6         10        6         5         3         
Vardas6228            Pavarde6228           7         0         7         8         8         7         
Vardas6229            Pavarde6229           9         3         3         7         6         10        
Vardas6230            Pavarde6230           7         6         7         3         2         6         
Vardas6231            Pavarde6231           6         4         10        1         1         6         
Vardas6232            Pavarde6232           9         7         4         1         0         9         
Vardas6233            Pavarde6233           9         0         7         1         10        4         
Vardas6234            Pavarde6234           7         3         9         4         10        3         
Vardas6235            Pavarde6235           6         8         1         3         6         7         
Vardas6236            Pavarde6236           0         2         7         8         4         3         
Vardas6237            Pavarde6237           9         5         0         0         7         4         
Vardas6238            Pavarde6238           2         5         10        8         7         5         
Vardas6239            Pavarde6239           3         4         8         4         7         6         
Vardas6240            Pavarde6240           5         3         9         5         6         6         
Vardas6241            Pavarde6241           6         5         5         5         9         0         
Vardas6242            Pavarde6242           2         4         2         5         4         9         
Vardas6243            Pavarde6243           6         8         5         0         7         9         
Vardas6244            Pavarde6244           0         4         5         4         2         10        
Vardas6245            Pavarde6245           9         9         1         6         7         7         
Vardas6246            Pavarde6246           0         9         0         4         3         3         
Vardas6247            Pavarde6247           5         6         10        1         7         3         
Vardas6248            Pavarde6248           0         0         8         10        0         1         
Vardas6249            Pavarde6249           2         1         2         9         7         7         
Vardas6250            Pavarde6250           2         6         3         9         5         5         
Vardas6251            Pavarde6251           0         7         5         1         4         3         
Vardas6252            Pavarde6252           0         9         2         5         2         8         
Vardas6253            Pavarde6253           0         1         10        2         10        8         
Vardas6254            Pavarde6254           5         10        7         5         0         9         
Vardas6255            Pavarde6255           5         10        7         1         10        0         
Vardas6256            Pavarde6256           2         3         1         4         9         10        
Vardas6257            Pavarde6257           10        3         0         2         6         6         
Vardas6258            Pavarde6258           3         1         9         0         0         10        
Vardas6259            Pavarde6259           8         5         7         5         6         2         
Vardas6260            Pavarde6260           0         5         10        2         2         1         
Vardas6261            Pavarde6261           0         4         7         10        6         7         
Vardas6262            Pavarde6262           3         3         4         6         3         3         
Vardas6263            Pavarde6263           5         4         5         4         1         6         
Vardas6264            Pavarde6264           6         10        3         2         0         10        
Vardas6265            Pavarde6265           9         6         4         8         5         6         
Vardas6266            Pavarde6266           8         7         4         9         4         8         
Vardas6267            Pavarde6267           5         10        6         7         3         6         
Vardas6268            Pavarde6268           0         0         5         0         7         3         
Vardas6269            Pavarde6269           8         5         5         8         5         9         
Vardas6270            Pavarde6270           9         8         4         1         3         6         
Vardas6271            Pavarde6271           1         4         4         10        6         9         
Vardas6272            Pavarde6272           2         7         7         3         10        9         
Vardas6273            Pavarde6273           6         2         9         5         9         6         
Vardas6274            Pavarde6274           7         10        8         5         7         10        
Vardas6275            Pavarde6275           3         8         5         2         4         8         
Vardas6276            Pavarde6276           1         10        10        2         5         1         
Vardas6277            Pavarde6277           6         8         4         7         6         6         
Vardas6278            Pavarde6278           4         4         10        3         7         5         
Vardas6279            Pavarde6279           4         7         2         10        2         8         
Vardas6280            Pavarde6280           6         0         0         1         8         0         
Vardas6281            Pavarde6281           9         7         3         7         9         7         
Vardas6282            Pavarde6282           2         4         1         4         5         8         
Vardas6283            Pavarde6283           10        5         10        0         5         0         
Vardas6284            Pavarde6284           9         10        3         8         10        4         
Vardas6285            Pavarde6285           6         7         10        6         9         1         
Vardas6286            Pavarde6286           9         1         2         9         7         7         
Vardas6287            Pavarde6287           1         2         7         5         6         6         
Vardas6288            Pavarde6288           6         1         7         3         4         0         
Vardas6289            Pavarde6289           0         8         0         7         8         9         
Vardas6290            Pavarde6290           3         10        8         8         10        10        
Vardas6291            Pavarde6291           2         3         3         1         7         10        
Vardas6292            Pavarde6292           9         6         9         6         5         9         
Vardas6293            Pavarde6293           6         6         8         5         7         0         
Vardas6294            Pavarde6294           6         3         0         0         0         6         
Vardas6295            Pavarde6295           0         10        4         5         6         10        
Vardas6296            Pavarde6296           0         7         5         0         8         1         
Vardas6297            Pavarde6297           8         7         3         5         6         5         
Vardas6298            Pavarde6298           5         3         9         8         7         9         
Vardas6299            Pavarde6299           8         4         8         0         4         7         
Vardas6300            Pavarde6300           5         2         6         5         4         6         
Vardas6301            Pavarde6301           3         9         9         0         3         5         
Vardas6302            Pavarde6302           6         4         9         9         1         0         
Vardas6303            Pavarde6303           7         5         10        10        2         8         
Vardas6304            Pavarde6304           2         1         2         9         4         0         
Vardas6305            Pavarde6305           7         8         8         6         9         8         
Vardas6306            Pavarde6306           0         2         7         10        6         6         
Vardas6307            Pavarde6307           3         5         0         1         7         8         
Vardas6308            Pavarde6308           5         10        7         7         5         5         
Vardas6309            Pavarde6309           4         2         9         2         1         8         
Vardas6310            Pavarde6310           6         4         0         5         1         3         
Vardas6311            Pavarde6311           5         8         4         8         1         8         
Vardas6312            Pavarde6312           9         4         0         5         3         7         
Vardas6313            Pavarde6313           9         6         2         10        2         8         
Vardas6314            Pavarde6314           0         1         8         3         1         8         
Vardas6315            Pavarde6315           9         9         3         9         3         4         
Vardas6316            Pavarde6316           6         1         1         3         10        3         
Vardas6317            Pavarde6317           8         6         2         0         6         8         
Vardas6318            Pavarde6318           3         9         4         10        3         8         
Vardas6319            Pavarde6319           10        5         9         6         10        3         
Vardas6320            Pavarde6320           10        9         8         8         7         5         
Vardas6321            Pavarde6321           9         1         2         5         6         6         
Vardas6322            Pavarde6322           0         0         2         7         0         7         
Vardas6323            Pavarde6323           7         5         8         1         10        7         
Vardas6324            Pavarde6324           2         10        8         1         8         9         
Vardas6325            Pavarde6325           5         7         9         10        2         9         
Vardas6326            Pavarde6326           2         10        6         5         7         4         
Vardas6327            Pavarde6327           7         0         1         8         7         9         
Vardas6328            Pavarde6328           6         4         5         1         4         3         
